chr1	27735	28735
chr1	29810	30810
chr1	134124	135124
chr1	135563	136563
chr1	326790	327790
chr1	328229	329229
chr1	436151	437151
chr1	438164	439164
chr1	448273	449273
chr1	450544	451544
chr1	532219	533219
chr1	534114	535114
chr1	543738	544738
chr1	546649	547649
chr1	712984	713984
chr1	714547	715547
chr1	761416	762416
chr1	763445	764445
chr1	787863	788863
chr1	789211	790211
chr1	800975	801975
chr1	802338	803338
chr1	804198	805198
chr1	805628	806628
chr1	838694	839694
chr1	840619	841619
chr1	843299	844299
chr1	845883	846883
chr1	853765	854765
chr1	854973	855973
chr1	857970	858970
chr1	861632	862632
chr1	868332	869332
chr1	871872	872872
chr1	874730	875730
chr1	878363	879363
chr1	885356	886356
chr1	886602	887602
chr1	893313	894313
chr1	902654	903654
chr1	905296	906296
chr1	906538	907538
chr1	911869	912869
chr1	913153	914153
chr1	918726	919726
chr1	919927	920927
chr1	932387	933387
chr1	937410	938410
chr1	947670	950851
chr1	953768	954768
chr1	956343	957343
chr1	962795	963795
chr1	964507	965507
chr1	966966	967966
chr1	970238	971238
chr1	974496	975496
chr1	980068	985429
chr1	989274	990274
chr1	990694	991694
chr1	993436	994436
chr1	995303	996303
chr1	998678	999678
chr1	999911	1000911
chr1	1001663	1002663
chr1	1005318	1006318
chr1	1010509	1011509
chr1	1013402	1014402
chr1	1015863	1016863
chr1	1017099	1019818
chr1	1020026	1021026
chr1	1022143	1024347
chr1	1024614	1026377
chr1	1026509	1027625
chr1	1027730	1028730
chr1	1045044	1046044
chr1	1046340	1047340
chr1	1049515	1051830
chr1	1052445	1053445
chr1	1071369	1072369
chr1	1072847	1073847
chr1	1092211	1093211
chr1	1093476	1094476
chr1	1097043	1098043
chr1	1100584	1101584
chr1	1108314	1109314
chr1	1110145	1111145
chr1	1114574	1115574
chr1	1116006	1117006
chr1	1131827	1132827
chr1	1133218	1134218
chr1	1135360	1136360
chr1	1137156	1138156
chr1	1140670	1141670
chr1	1142150	1143150
chr1	1144568	1145568
chr1	1145708	1146878
chr1	1146914	1147914
chr1	1148055	1149055
chr1	1149524	1150524
chr1	1151522	1152522
chr1	1152784	1154134
chr1	1154419	1155419
chr1	1158168	1159168
chr1	1159528	1160528
chr1	1160959	1161959
chr1	1162281	1163502
chr1	1163895	1164895
chr1	1166001	1167001
chr1	1168985	1169985
chr1	1172915	1173915
chr1	1174263	1175263
chr1	1176885	1177885
chr1	1178207	1179207
chr1	1180756	1181756
chr1	1182470	1183470
chr1	1188396	1189396
chr1	1189522	1191799
chr1	1202166	1203166
chr1	1203597	1204597
chr1	1207515	1208515
chr1	1209942	1210942
chr1	1227780	1228780
chr1	1230163	1231163
chr1	1241400	1242400
chr1	1245185	1246185
chr1	1246918	1247918
chr1	1248493	1249493
chr1	1253322	1254322
chr1	1254548	1255548
chr1	1258643	1259643
chr1	1260635	1261635
chr1	1261665	1262665
chr1	1263420	1265206
chr1	1265429	1268286
chr1	1268986	1269986
chr1	1270425	1273634
chr1	1282933	1283933
chr1	1285345	1286345
chr1	1288707	1289707
chr1	1291126	1292126
chr1	1308140	1309140
chr1	1311039	1312039
chr1	1321644	1322644
chr1	1322924	1323924
chr1	1333071	1334071
chr1	1335602	1336602
chr1	1341004	1342004
chr1	1342952	1343952
chr1	1354159	1355159
chr1	1356000	1357000
chr1	1360560	1361560
chr1	1361787	1362954
chr1	1363299	1364299
chr1	1369767	1370767
chr1	1371449	1372449
chr1	1373461	1374461
chr1	1375584	1376584
chr1	1388555	1389555
chr1	1389889	1390889
chr1	1395085	1396085
chr1	1396338	1397338
chr1	1405844	1406844
chr1	1407821	1408821
chr1	1413034	1414034
chr1	1414532	1415532
chr1	1416285	1417285
chr1	1417753	1418753
chr1	1419226	1420226
chr1	1420684	1421684
chr1	1443588	1444588
chr1	1444849	1445849
chr1	1445878	1446878
chr1	1448205	1449205
chr1	1451701	1452701
chr1	1453199	1454199
chr1	1454302	1455302
chr1	1455829	1456892
chr1	1456954	1458074
chr1	1459029	1460029
chr1	1463508	1464508
chr1	1464806	1465806
chr1	1469604	1470604
chr1	1471450	1473107
chr1	1473342	1474962
chr1	1475093	1476220
chr1	1476669	1477669
chr1	1488532	1489532
chr1	1489794	1490794
chr1	1495761	1496761
chr1	1496986	1497986
chr1	1508482	1509482
chr1	1510747	1511747
chr1	1533331	1534331
chr1	1536136	1537136
chr1	1549453	1550453
chr1	1552015	1553015
chr1	1557587	1558587
chr1	1559359	1560780
chr1	1561049	1562055
chr1	1562398	1565032
chr1	1570006	1571032
chr1	1571470	1572470
chr1	1579377	1580377
chr1	1580595	1581595
chr1	1589073	1590073
chr1	1590942	1591942
chr1	1599981	1600981
chr1	1601231	1602391
chr1	1602686	1603686
chr1	1606898	1607898
chr1	1608243	1609243
chr1	1622610	1623610
chr1	1625067	1626067
chr1	1630086	1631086
chr1	1633226	1634252
chr1	1634690	1635690
chr1	1642593	1643593
chr1	1643811	1644811
chr1	1654395	1655395
chr1	1656231	1657231
chr1	1669756	1670756
chr1	1671101	1672101
chr1	1675885	1676885
chr1	1678333	1679333
chr1	1684373	1685373
chr1	1685971	1686971
chr1	1690767	1691767
chr1	1692063	1693063
chr1	1708394	1709394
chr1	1710582	1711582
chr1	1712639	1713639
chr1	1714141	1715141
chr1	1820405	1821405
chr1	1823272	1824272
chr1	1838958	1839958
chr1	1840601	1841601
chr1	1849098	1850098
chr1	1851391	1852391
chr1	1858246	1859246
chr1	1859523	1860523
chr1	1873715	1876877
chr1	1885344	1886344
chr1	1886870	1887870
chr1	1895414	1896414
chr1	1896581	1897628
chr1	1897786	1898786
chr1	1909268	1910268
chr1	1913800	1914800
chr1	1934166	1935166
chr1	1935452	1936452
chr1	1949411	1950411
chr1	1951479	1952479
chr1	1956046	1957046
chr1	1957386	1958386
chr1	1958414	1959414
chr1	1959867	1962850
chr1	1973686	1974686
chr1	1974942	1976123
chr1	1976628	1977628
chr1	1980251	1981251
chr1	1983212	1984212
chr1	1989779	1990779
chr1	1991171	1992171
chr1	2004179	2005179
chr1	2005565	2006565
chr1	2024205	2025205
chr1	2026225	2027225
chr1	2037555	2038555
chr1	2038863	2039863
chr1	2039997	2040997
chr1	2041302	2042302
chr1	2045429	2046429
chr1	2046865	2047865
chr1	2062782	2066367
chr1	2066666	2067666
chr1	2081314	2082314
chr1	2082529	2083529
chr1	2115432	2116432
chr1	2116801	2117801
chr1	2120017	2121017
chr1	2121818	2122818
chr1	2125048	2126048
chr1	2126642	2127642
chr1	2135808	2136808
chr1	2137351	2138351
chr1	2143199	2144199
chr1	2144497	2145497
chr1	2157212	2158212
chr1	2161173	2162173
chr1	2211020	2212020
chr1	2213881	2214881
chr1	2221198	2222198
chr1	2222569	2223569
chr1	2231310	2232310
chr1	2232617	2233617
chr1	2234308	2235308
chr1	2235442	2236667
chr1	2239069	2240069
chr1	2244714	2245714
chr1	2247086	2248086
chr1	2248315	2249315
chr1	2249634	2250634
chr1	2252723	2253723
chr1	2254758	2255758
chr1	2257097	2260326
chr1	2265007	2266007
chr1	2266432	2267432
chr1	2275358	2276358
chr1	2276657	2277657
chr1	2303159	2304159
chr1	2304376	2305376
chr1	2315353	2316353
chr1	2316749	2317749
chr1	2321481	2322481
chr1	2323764	2324764
chr1	2332550	2333550
chr1	2334172	2335172
chr1	2338876	2339876
chr1	2340246	2341246
chr1	2342385	2343385
chr1	2344717	2345891
chr1	2346156	2347156
chr1	2358926	2359926
chr1	2360167	2361167
chr1	2370846	2371846
chr1	2372073	2373073
chr1	2373818	2374818
chr1	2375814	2376814
chr1	2386669	2387669
chr1	2388086	2389086
chr1	2397825	2398825
chr1	2399055	2400055
chr1	2408757	2409757
chr1	2410049	2411125
chr1	2411404	2412404
chr1	2414198	2415198
chr1	2415506	2416506
chr1	2432648	2433648
chr1	2434041	2436828
chr1	2438797	2441478
chr1	2444355	2445355
chr1	2445648	2446648
chr1	2448922	2449922
chr1	2450206	2451217
chr1	2451551	2452795
chr1	2453007	2454007
chr1	2456241	2457241
chr1	2458259	2459259
chr1	2459760	2460760
